Date,bitcoin,prediccion_f2v1n2e20
2018-04-28,9348.48,6835.4067
2018-04-29,9419.08,6708.5103
2018-04-30,9240.55,6843.746
2018-05-01,9119.01,6840.8877
2018-05-02,9235.92,6750.3203
2018-05-03,9743.86,6740.2227
2018-05-04,9700.76,6802.269
2018-05-05,9858.15,7047.5435
2018-05-06,9654.8,7086.0713
2018-05-07,9373.01,7174.3496
2018-05-08,9234.82,7076.9814
2018-05-09,9325.18,6938.753
2018-05-10,9043.94,6919.402
2018-05-11,8441.49,6962.7896
2018-05-12,8504.89,6808.7583
2018-05-13,8723.94,6693.8423
2018-05-14,8716.79,6697.926
2018-05-15,8510.38,6826.431
2018-05-16,8368.83,6847.2627
2018-05-17,8094.32,6735.0654
2018-05-18,8250.97,6700.8174
2018-05-19,8247.18,6631.796
2018-05-20,8513.25,6689.9146
2018-05-21,8418.99,6672.834
2018-05-22,8041.78,6756.0244
2018-05-23,7557.82,6682.8784
2018-05-24,7587.34,6470.735
2018-05-25,7480.14,6273.3506
