Date,bitcoin,prediccion_f1v2n2e35
2018-04-28,9348.48,9025.211
2018-04-29,9419.08,9030.403
2018-04-30,9240.55,9241.168
2018-05-01,9119.01,9201.326
2018-05-02,9235.92,9060.537
2018-05-03,9743.86,9049.012
2018-05-04,9700.76,9321.222
2018-05-05,9858.15,9556.062
2018-05-06,9654.8,9600.117
2018-05-07,9373.01,9593.679
2018-05-08,9234.82,9374.786
2018-05-09,9325.18,9175.852
2018-05-10,9043.94,9144.757
2018-05-11,8441.49,9071.23
2018-05-12,8504.89,8672.984
2018-05-13,8723.94,8395.275
2018-05-14,8716.79,8521.505
2018-05-15,8510.38,8629.178
2018-05-16,8368.83,8537.066
2018-05-17,8094.32,8371.592
2018-05-18,8250.97,8181.1025
2018-05-19,8247.18,8109.383
2018-05-20,8513.25,8187.361
2018-05-21,8418.99,8300.363
2018-05-22,8041.78,8394.658
2018-05-23,7557.82,8183.8535
2018-05-24,7587.34,7781.0557
2018-05-25,7480.14,7546.746
