Date,bitcoin,prediccion_f1v1n2e20
2018-04-27,8987.05,8544.124
2018-04-28,9348.48,8256.167
2018-04-29,9419.08,8617.886
2018-04-30,9240.55,8600.341
2018-05-01,9119.01,8449.999
2018-05-02,9235.92,8357.849
2018-05-03,9743.86,8481.721
2018-05-04,9700.76,8970.542
2018-05-05,9858.15,8887.536
2018-05-06,9654.8,8982.181
2018-05-07,9373.01,9018.979
2018-05-08,9234.82,8703.498
2018-05-09,9325.18,8713.889
2018-05-10,9043.94,8893.655
2018-05-11,8441.49,8375.454
2018-05-12,8504.89,8422.214
2018-05-13,8723.94,8326.864
2018-05-14,8716.79,8584.455
2018-05-15,8510.38,8633.787
2018-05-16,8368.83,8471.161
2018-05-17,8094.32,8252.014
2018-05-18,8250.97,8326.423
2018-05-19,8247.18,8447.407
2018-05-20,8513.25,8338.338
2018-05-21,8418.99,8501.444
2018-05-22,8041.78,8311.721
2018-05-23,7557.82,7718.0713
2018-05-24,7587.34,7199.285
2018-05-25,7480.14,7302.451
