Date,bitcoin,prediccion_f7v1n4e20
2018-05-03,9743.86,9151.387
2018-05-04,9700.76,8799.839
2018-05-05,9858.15,9084.321
2018-05-06,9654.8,9079.289
2018-05-07,9373.01,8858.51
2018-05-08,9234.82,8815.162
2018-05-09,9325.18,8968.827
2018-05-10,9043.94,9278.667
2018-05-11,8441.49,9348.79
2018-05-12,8504.89,9532.878
2018-05-13,8723.94,9398.349
2018-05-14,8716.79,9124.356
2018-05-15,8510.38,8981.031
2018-05-16,8368.83,9012.799
2018-05-17,8094.32,8645.065
2018-05-18,8250.97,8295.816
2018-05-19,8247.18,8358.878
2018-05-20,8513.25,8523.547
2018-05-21,8418.99,8625.921
2018-05-22,8041.78,8384.499
2018-05-23,7557.82,8277.355
2018-05-24,7587.34,8138.2837
2018-05-25,7480.14,8284.476
