f7v1n4e20_loss,f7v1n4e20val_loss
0.043793255652455426,0.040326819559069055
0.038482339256509956,0.02395506428652688
0.03346022191702439,0.021534693255824477
0.029791942453826475,0.01425623546329964
0.025984031328729017,0.01486028301970739
0.022212382768274423,0.010338820290359619
0.019215146343113717,0.006816166302948994
0.01647656979460291,0.006014358335003061
0.014253508432722084,0.004716557949952977
0.012240330955377165,0.004908099044481979
0.011077437766930381,0.004711031631909703
0.009805018588880506,0.004956521786210176
0.008665010055624965,0.005153574417100141
0.00797835803053016,0.0057359650626925655
0.007459363507059464,0.006272061253089066
0.0070453041972534415,0.007479836885498739
0.006994383436904172,0.0065852913019051286
0.006448903621378369,0.008251169858818972
0.006030882565037649,0.007203740640665944
0.0059374665332751105,0.007219072593694651
