,f8_loss,f8_val_loss
0,0.01815653203088739,0.540097098126722
1,0.01708287459277926,0.5211913710695574
2,0.016155771165190694,0.5028594610106443
3,0.015385032595636753,0.48570273702400396
4,0.014758415799587966,0.4698709806719959
5,0.014248936343938113,0.4552765290513349
6,0.01383602236612485,0.44178114625914344
7,0.013499976751896051,0.429342961459781
8,0.01322518756183294,0.4178482278096722
9,0.01299747945024417,0.4071778250265852
10,0.012806009529874875,0.3972469655033272
11,0.012643200388321509,0.38800746881870474
12,0.012501298235012935,0.3793708843632219
13,0.012375473976135254,0.37128925774517646
14,0.012261289787980226,0.3637074489874401
15,0.012155547480170543,0.3565724067589789
16,0.0120557501912117,0.3498497192259036
17,0.011960022151470184,0.3434974550915404
18,0.011867023087464845,0.3374954177730385
19,0.011775632603810383,0.3318047017943813
20,0.011685130258019153,0.32640035975710185
21,0.011595048755407334,0.32125988574091957
22,0.011505068036226127,0.31636180985590506
23,0.011414897671112647,0.3116884656050653
24,0.011324539551368126,0.307221705857593
25,0.011233827700981728,0.30294209761523655
26,0.011142935489232723,0.29884255880140254
27,0.011051835291660749,0.29490718810722744
28,0.010960708501247259,0.2911258261665074
29,0.010869635068453275,0.2874908320234653
30,0.010778727783606603,0.2839869248798524
31,0.010688116516058261,0.2806117287141153
32,0.010597923971139468,0.27735253471981064
33,0.010508238409574214,0.27420437116161617
34,0.010419097084265489,0.27116110858104236
35,0.010330719042282837,0.26821734279508336
36,0.01024313299701764,0.26536529362772615
37,0.010156398667738988,0.2626023625962122
38,0.010070612797370324,0.25992311154745545
39,0.009985766330590616,0.25732205676849773
40,0.009901974808711272,0.25479658127858723
41,0.009819295028081307,0.25234269139524623
42,0.009737751174431581,0.24995804029977184
43,0.00965734267464051,0.2476385183832198
44,0.009578122141269537,0.24538098121511526
45,0.009500091293683418,0.2431821897911386
46,0.009423246406591855,0.2410411208411286
47,0.009347654735812774,0.23895500411932497
48,0.009273279229035744,0.23692031798463214
49,0.009200133555210554,0.23493676275814174
50,0.009128225193573878,0.2330015558620979
51,0.009057493737110725,0.2311119128061437
52,0.008987992658064915,0.22926715024928937
53,0.008919691409056003,0.2274648476235026
54,0.008852529239196045,0.22570409170455402
55,0.00878656692802906,0.22398298786118112
56,0.00872172501224738,0.22229959418947212
57,0.008658021401900511,0.22065327442126256
58,0.008595421852973791,0.21904266531440034
59,0.008533913183670777,0.21746595413691697
60,0.008473470721107263,0.21592218916991662
61,0.008414065866516187,0.21441015232911056
62,0.00835570111297644,0.2129280683495304
63,0.00829836382315709,0.21147578841938827
64,0.008241997745174628,0.21005160332982112
65,0.008186605773293054,0.20865505377109023
66,0.008132158678311569,0.20728465169668198
67,0.008078624709294392,0.2059396103138668
68,0.008025993005587505,0.20461857411653603
69,0.007974237432846656,0.20332147425104832
70,0.007923336556324592,0.20204660136580924
71,0.007873280747578695,0.2007938133859543
72,0.007824032151928315,0.19956214390552363
73,0.007775576298053448,0.19835057536361317
74,0.0077278873668267176,0.1971580225018021
75,0.007680966561803451,0.19598441094274266
76,0.00763476794728866,0.19482845374850477
77,0.0075892863938441645,0.19368980680788614
78,0.007544481496398266,0.19256759864560033
79,0.007500355031627875,0.19146107656745617
80,0.00745688401735746,0.19036957600164686
81,0.007414046674966812,0.18929239490936542
82,0.007371819162598023,0.18822891650528745
83,0.007330195949627803,0.1871786900007405
84,0.007289155228779866,0.1861409436468877
85,0.0072486612659234265,0.18511505270826406
86,0.007208722829818726,0.18410055880288512
87,0.007169309888894741,0.18309669763249456
88,0.007130404217885091,0.18210295142456032
89,0.007091989597448936,0.18111887598460205
90,0.007054058519693521,0.180143677212041
91,0.007016594335436821,0.17917702589683607
92,0.006979574893529599,0.1782181755107938
93,0.006942980192028559,0.17726676317352902
94,0.006906801462173462,0.17632201656527902
95,0.006871024347268618,0.17538369853777447
96,0.006835628186280911,0.17445107295366996
97,0.006800608422893744,0.17352385846077253
98,0.006765940470191149,0.17260142244484233
99,0.0067316188262059136,0.17168311853232968
100,0.0066976260107297165,0.17076864567410444
101,0.006663947953627659,0.16985746410272132
102,0.006630570527452689,0.16894923307543971
103,0.0065974700336272896,0.16804332363194432
104,0.00656464733183384,0.16713926929737874
105,0.0065320821908804085,0.16623654484863026
106,0.006499767131530321,0.16533474313002436
107,0.006467682810930105,0.16443327558851334
108,0.006435823268615282,0.16353184203135557
109,0.006404163516484774,0.16262986522410564
110,0.006372696648423488,0.16172702613347334
111,0.006341417850210116,0.16082281028402262
112,0.006310304196981283,0.15991669632066255
113,0.0062793478656273626,0.1590083130560387
114,0.006248539399642211,0.15809710603564178
115,0.006217855243728711,0.15718282572211434
116,0.006187297633061042,0.15626484064306792
117,0.006156837710967431,0.15534268368135468
118,0.006126467109872745,0.15441593987389085
119,0.006096190128188867,0.15348420192227052
120,0.006065981262005292,0.15254712514436564
121,0.006035828790985621,0.15160422071357796
122,0.006005718157841609,0.15065494871973079
123,0.00597564265705072,0.14969893081035193
124,0.005945588103853739,0.14873565308093112
125,0.005915542061512287,0.14776480000937123
126,0.005885487221754514,0.14678590111006265
127,0.005855423326675708,0.1457984131757327
128,0.005825328683623901,0.14480211639998058
129,0.005795198621658179,0.1437964817630377
130,0.005765011333502256,0.1427810389933915
131,0.005734764526669795,0.1417553702590566
132,0.0057044378266884735,0.14071926642994315
133,0.00567402785214094,0.13967219526055216
134,0.00564351614851218,0.13861374193053136
135,0.005612889677286148,0.13754344010775574
136,0.005582137405872345,0.13646097975101507
137,0.005551256239414215,0.13536605532941234
138,0.005520220100879669,0.13425817274955953
139,0.005489024806481141,0.13313703701413912
140,0.005457659151691657,0.13200233302924824
141,0.005426105541678576,0.13085362706262033
142,0.005394361454706925,0.1296906639104602
143,0.00536240551334161,0.1285130191180441
144,0.005330227573330586,0.1273205045796217
145,0.005297821760177612,0.1261128401276709
146,0.005265172169758723,0.12488962788406004
147,0.005232266451303776,0.1236507329033595
148,0.005199096294549795,0.12239588264704207
149,0.005165649492007035,0.12112479669780567
150,0.005131916816417987,0.11983731299124915
151,0.005097885515827399,0.11853336847576373
152,0.005063541692036849,0.1172127180886223
153,0.005028878897428512,0.1158753209872264
154,0.004993884924512643,0.11452091910601575
155,0.004958551491682346,0.11314960965936668
156,0.0049228662481674785,0.11176125984995758
157,0.0048868255546459785,0.11035588213824221
158,0.004850415656199822,0.10893350023191094
159,0.004813627827052886,0.10749433270987423
160,0.004776456350317368,0.10603834625147997
161,0.004738893847052867,0.10456575771572489
162,0.004700926247124489,0.10307673223573587
163,0.0046625548543838356,0.10157145153003178
164,0.004623772605107381,0.10005028523733105
165,0.00458457489999441,0.09851352934693468
166,0.004544951093311493,0.09696151846413183
167,0.004504899107492887,0.09539460546383456
168,0.004464416234539106,0.0938132939239343
169,0.0044235006118049985,0.09221817611563252
170,0.004382147095524347,0.09060982561231344
171,0.00434035943964353,0.08898886405930666
172,0.004298131869962582,0.08735590712149481
173,0.004255470060385191,0.0857118379067758
174,0.004212371002023037,0.0840572333569956
175,0.004168840182515291,0.08239307541443014
176,0.004124879378538865,0.08072027905176883
177,0.004080494263997445,0.07903969927665945
178,0.004035689825048813,0.07735241315830713
179,0.003990475217310282,0.07565948067382834
180,0.00394485081331088,0.07396197581299763
181,0.003898833921322456,0.0722610036917459
182,0.0038524329662322997,0.07055793162363927
183,0.0038056535789599785,0.06885391596875999
184,0.0037585191858502537,0.06715037053900547
185,0.0037110365067537015,0.06544855301593112
186,0.0036632249704920327,0.06374984588545402
187,0.003615098217358956,0.06205578541590108
188,0.0035666706470342782,0.060367738082291296
189,0.0035179656428786423,0.05868722924470216
190,0.003469005742898354,0.057015775042760876
191,0.0034198119806555603,0.05535500318925271
192,0.0033704036130354953,0.05370638924525958
193,0.0033208075194404675,0.05207166475532898
194,0.0032710472551675945,0.050452390152218814
195,0.0032211528804439765,0.04885013169926588
196,0.0031711502143969904,0.04726646980805986
197,0.0031210652767465663,0.04570312092573136
198,0.0030709304202061432,0.044161583218452344
199,0.003020773512812761,0.04264362532666874
200,0.00297062977288778,0.04115062112423994
201,0.002920528329335726,0.03968421219566202
202,0.002870506463715663,0.03824596754293104
203,0.0028205950672809893,0.03683729551043861
204,0.0027708290431361932,0.03545974230061917
205,0.0027212469265438044,0.034114572746764826
206,0.002671878569974349,0.03280317811723584
207,0.002622764758192576,0.03152703979655644
208,0.00257393941283226,0.030287373446149332
209,0.002525434227517018,0.02908531763462414
210,0.0024772876873612403,0.027921958723448045
211,0.002429537303172625,0.026798372404021834
212,0.0023822158431777585,0.025715545118675777
213,0.002335361548914359,0.024674324772830953
214,0.0022890001678696047,0.02367529298211858
215,0.0022431871495567834,0.02271967684164094
216,0.0021979405401417844,0.0218079759747368
217,0.0021532925777137278,0.020940659658705025
218,0.0021092757367743896,0.020118194532543206
219,0.002065920170683127,0.019340887301560434
220,0.0020232601521106867,0.018609029826328116
221,0.0019813140782599264,0.017922639397086246
222,0.0019401263660536363,0.017282035000068297
223,0.0018997088934366519,0.0166871270397455
224,0.0018600858891239533,0.01613773839232437
225,0.001821284067745392,0.015633648643680487
226,0.001783320730408797,0.015174493027255083
227,0.0017462173046974036,0.01475987351326436
228,0.0017099924958669222,0.014389262966217538
229,0.0016746576087406048,0.0140620427347998
230,0.001640227623283863,0.013777519341636721
231,0.0016067146287801174,0.013534911843980181
232,0.0015741259396935886,0.013333342702242179
233,0.001542471660874211,0.013171867732408232
234,0.0015117559008873426,0.01304945426456045
235,0.0014819816757853214,0.01296500160744221
236,0.0014531498774886132,0.012917351941096371
237,0.0014252611292669406,0.012905270322422243
238,0.0013983120138828572,0.012927473480795364
239,0.001372300568394936,0.012982622743495008
240,0.0013472178879265601,0.013069326241796844
241,0.0013230579618651133,0.013186161761382644
242,0.001299810500887151,0.01333166762715441
243,0.0012774653571586197,0.013504336409670411
244,0.001256007978764291,0.013702655036245041
245,0.0012354264214921456,0.013924782799549715
246,0.0012157023508244983,0.014167602730636624
247,0.0011968223288512001,0.014431270633349588
