Date,bitcoin,prediccion_f7v7n4e20
2018-05-09,9325.18,8975.901
2018-05-10,9043.94,9088.272
2018-05-11,8441.49,9152.362
2018-05-12,8504.89,9223.3
2018-05-13,8723.94,9277.565
2018-05-14,8716.79,9168.074
2018-05-15,8510.38,9072.6875
2018-05-16,8368.83,9025.766
2018-05-17,8094.32,8839.414
2018-05-18,8250.97,8487.977
2018-05-19,8247.18,8415.786
2018-05-20,8513.25,8422.067
2018-05-21,8418.99,8422.995
2018-05-22,8041.78,8284.839
2018-05-23,7557.82,8173.464
2018-05-24,7587.34,7976.8906
2018-05-25,7480.14,7988.6494
