Date,bitcoin,prediccion_f7v7n4e20
2018-05-09,9325.18,7968.858
2018-05-10,9043.94,7974.997
2018-05-11,8441.49,7942.434
2018-05-12,8504.89,7954.148
2018-05-13,8723.94,7986.3076
2018-05-14,8716.79,7908.2734
2018-05-15,8510.38,7762.13
2018-05-16,8368.83,7608.774
2018-05-17,8094.32,7415.7725
2018-05-18,8250.97,7016.6665
2018-05-19,8247.18,6850.566
2018-05-20,8513.25,6761.9443
2018-05-21,8418.99,6725.5903
2018-05-22,8041.78,6657.559
2018-05-23,7557.82,6577.237
2018-05-24,7587.34,6363.6265
2018-05-25,7480.14,6350.4556
