,f7v2n4e30_loss,f7v2n4e30_val_loss
0,0.08155620568509202,0.584640346341214
1,0.07023551378653822,0.5180316335063869
2,0.058634500556767444,0.46152765139684837
3,0.04933635090388159,0.41834439413022184
4,0.04299631879782822,0.37993956571918425
5,0.037506271249815606,0.3476420039847746
6,0.03411127612307761,0.31867818761680083
7,0.03132162476248297,0.29469330141604955
8,0.029120875226383975,0.2749737020013696
9,0.027933352151779358,0.25490411623554715
10,0.026714965495081903,0.23826759864213104
11,0.025209601512526575,0.22603499220084336
12,0.02451786792670914,0.213223029117463
13,0.023793357623938114,0.2025984124738281
14,0.023541298757222214,0.1912281698847221
15,0.022622916671636812,0.18458785293465954
16,0.022113313288833654,0.17518226518216778
17,0.02153967135524014,0.16839593434232777
18,0.02109629008194424,0.1653219241080648
19,0.020592876424031386,0.15635792235449208
20,0.019860908222921903,0.15305068785861387
21,0.019428367448267352,0.1469186614504305
22,0.01896649347985341,0.1409857035693476
23,0.018317289089134804,0.1398238689338757
24,0.017829060417800927,0.13613044533689142
25,0.017476388195788495,0.12899463285960383
26,0.016740479272755474,0.12604135129663904
27,0.01633139713271231,0.12225062930482929
28,0.015800280695012093,0.11781212015045901
29,0.015405120889857194,0.11351187003113455
