Date,bitcoin,prediccion_f5v5n4e20
2018-05-05,9858.15,7799.2344
2018-05-06,9654.8,7765.5337
2018-05-07,9373.01,7868.6235
2018-05-08,9234.82,8107.158
2018-05-09,9325.18,8105.9604
2018-05-10,9043.94,8247.08
2018-05-11,8441.49,8162.738
2018-05-12,8504.89,8002.279
2018-05-13,8723.94,7902.3896
2018-05-14,8716.79,7932.6245
2018-05-15,8510.38,7633.8237
2018-05-16,8368.83,7400.785
2018-05-17,8094.32,7383.541
2018-05-18,8250.97,7502.989
2018-05-19,8247.18,7577.176
2018-05-20,8513.25,7452.206
2018-05-21,8418.99,7325.9746
2018-05-22,8041.78,7237.5107
2018-05-23,7557.82,7319.55
2018-05-24,7587.34,7240.0264
2018-05-25,7480.14,7362.593
