Date,bitcoin,prediccion_f1v2n4e35
2018-04-28,9348.48,8852.143
2018-04-29,9419.08,8868.451
2018-04-30,9240.55,9087.659
2018-05-01,9119.01,9040.894
2018-05-02,9235.92,8892.5205
2018-05-03,9743.86,8884.296
2018-05-04,9700.76,9180.396
2018-05-05,9858.15,9422.459
2018-05-06,9654.8,9473.592
2018-05-07,9373.01,9459.799
2018-05-08,9234.82,9223.781
2018-05-09,9325.18,9014.539
2018-05-10,9043.94,8985.439
2018-05-11,8441.49,8901.064
2018-05-12,8504.89,8476.375
2018-05-13,8723.94,8196.898
2018-05-14,8716.79,8330.744
2018-05-15,8510.38,8440.121
2018-05-16,8368.83,8340.779
2018-05-17,8094.32,8169.3394
2018-05-18,8250.97,7969.8643
2018-05-19,8247.18,7901.4624
2018-05-20,8513.25,7980.0835
2018-05-21,8418.99,8100.869
2018-05-22,8041.78,8194.021
2018-05-23,7557.82,7971.226
2018-05-24,7587.34,7555.255
2018-05-25,7480.14,7322.074
