Date,bitcoin,prediccion_f1v5n2e20
2018-05-01,9119.01,8957.062
2018-05-02,9235.92,8888.552
2018-05-03,9743.86,8985.121
2018-05-04,9700.76,9070.723
2018-05-05,9858.15,9163.692
2018-05-06,9654.8,9319.057
2018-05-07,9373.01,9350.477
2018-05-08,9234.82,9401.143
2018-05-09,9325.18,9344.292
2018-05-10,9043.94,9302.133
2018-05-11,8441.49,9069.808
2018-05-12,8504.89,8768.374
2018-05-13,8723.94,8518.2295
2018-05-14,8716.79,8396.751
2018-05-15,8510.38,8360.402
2018-05-16,8368.83,8246.39
2018-05-17,8094.32,8213.529
2018-05-18,8250.97,8154.351
2018-05-19,8247.18,8106.516
2018-05-20,8513.25,8042.345
2018-05-21,8418.99,8100.2544
2018-05-22,8041.78,8088.876
2018-05-23,7557.82,7993.628
2018-05-24,7587.34,7798.239
2018-05-25,7480.14,7636.127
