f7v1n2e20_loss,f7v1n2e20val_loss
0.27933905162731815,0.6106335316833696
0.21983083919953506,0.47133535460421916
0.17128017173102641,0.3727247220905204
0.14190713075954983,0.2817954075963874
0.11590315526161056,0.2204028481715604
0.0977326748962024,0.1689656659176475
0.08561354862296876,0.13582104052367963
0.07663871484046302,0.10914488303426065
0.07199395266788594,0.08155735454669125
0.06436194241026845,0.06940619348499336
0.06029433660423772,0.06114366307462517
0.05637881348235411,0.049375045652452265
0.05319019790596569,0.04337868050328995
0.0502096560255408,0.038681572719820236
0.04785781660343352,0.03636544597286143
0.045389376655944405,0.03146124658125796
0.043331660123605176,0.026833914342875544
0.040853392699515746,0.02717255357358801
0.039016869792249054,0.02307604206725955
0.0361254653726539,0.022523040576886973
