f1v1n4e35_loss,f1v1n4e35val_loss
0.09717514657922449,0.18472318115987277
0.08781359427406495,0.1657944843173027
0.08050457910333204,0.14812058328013672
0.0738708958295025,0.13301312923431396
0.0689249896913917,0.12169511733870757
0.06525038814892678,0.1071277309797312
0.06149335183882867,0.09729714083828424
0.05851356677471492,0.0887917421366039
0.05610817051161319,0.08229598736292437
0.05412060220039805,0.07640957597054933
0.05276469777098993,0.06971144911489989
0.051195855822515075,0.06521368163980935
0.05004832243631419,0.05984574644581268
0.04870142461057626,0.05703061917110493
0.04765252947187849,0.053671310410687796
0.04672641771340648,0.04984163375277268
0.045449959607819196,0.04952479134264745
0.044482606285775696,0.04702328655280565
0.04335167277063299,0.043817192119987386
0.0423558927901781,0.04199723379784509
0.041605600566687134,0.038389502093195915
0.04014643499657801,0.037428619487113075
0.0392895929471896,0.03512204943322822
0.03793598036410946,0.03699876162174501
0.037197860217089075,0.03247904056977285
0.03547187484659476,0.03360786357600438
0.03400554499999552,0.029576529209551058
0.03261947615011948,0.028201559460476824
0.031249261837192465,0.02636492012166663
0.029845758463747256,0.025332474934035225
0.028425387552587982,0.024081597153685595
0.027635924935592557,0.021294132904394678
0.02559484905388824,0.021923896562504142
0.024015367935367862,0.02078947459200495
0.022593666165617268,0.018691787251124258
