Date,bitcoin,prediccion_f7v1n2e20
2018-05-03,9743.86,7157.4185
2018-05-04,9700.76,6913.393
2018-05-05,9858.15,7245.043
2018-05-06,9654.8,7314.3096
2018-05-07,9373.01,7111.4062
2018-05-08,9234.82,7122.5957
2018-05-09,9325.18,7219.2173
2018-05-10,9043.94,7701.45
2018-05-11,8441.49,7729.2456
2018-05-12,8504.89,7928.0483
2018-05-13,8723.94,7811.891
2018-05-14,8716.79,7422.688
2018-05-15,8510.38,7201.53
2018-05-16,8368.83,7073.732
2018-05-17,8094.32,6792.738
2018-05-18,8250.97,6153.676
2018-05-19,8247.18,6313.409
2018-05-20,8513.25,6585.8164
2018-05-21,8418.99,6645.998
2018-05-22,8041.78,6369.656
2018-05-23,7557.82,6303.383
2018-05-24,7587.34,5885.65
2018-05-25,7480.14,6046.571
