Date,bitcoin,prediccion_f2v1n2e20
2018-04-28,9348.48,7841.477
2018-04-29,9419.08,7536.853
2018-04-30,9240.55,7828.4863
2018-05-01,9119.01,7807.3354
2018-05-02,9235.92,7573.6562
2018-05-03,9743.86,7530.747
2018-05-04,9700.76,7640.386
2018-05-05,9858.15,7965.4624
2018-05-06,9654.8,7876.854
2018-05-07,9373.01,7915.79
2018-05-08,9234.82,7690.158
2018-05-09,9325.18,7431.9595
2018-05-10,9043.94,7399.147
2018-05-11,8441.49,7650.238
2018-05-12,8504.89,7315.218
2018-05-13,8723.94,7220.69
2018-05-14,8716.79,7193.959
2018-05-15,8510.38,7432.9644
2018-05-16,8368.83,7547.565
2018-05-17,8094.32,7317.915
2018-05-18,8250.97,7109.5405
2018-05-19,8247.18,7022.81
2018-05-20,8513.25,7096.967
2018-05-21,8418.99,7002.511
2018-05-22,8041.78,7196.2085
2018-05-23,7557.82,7051.723
2018-05-24,7587.34,6559.7563
2018-05-25,7480.14,6245.814
