f7v5n4e20_loss,f7v5n4e20val_loss
0.13242446211475994,0.19639044967326488
0.08907740635351302,0.11721881360306845
0.0693037076159792,0.07593458055794894
0.06010903927887972,0.04990914934775331
0.05411294786232502,0.03964849422266195
0.04819074124349699,0.032180508583333794
0.040965526308225454,0.026973724621092224
0.03592003656864243,0.01651772433523457
0.028050309077512207,0.015391526935663034
0.023641326547186273,0.009396074311603065
0.018018678666183376,0.00795174130509802
0.016247857386989046,0.007620140596722754
0.012338751308849734,0.00823871671685253
0.0110356059882745,0.008347728148941974
0.009562511942662682,0.009605720517776297
0.008437390678193454,0.008444675969238253
0.00865859812386116,0.00863557924081454
0.008522534615432557,0.008557419344987176
0.00755218766660182,0.0076800054506907895
0.006820583953346414,0.009261043775960378
