Date,bitcoin,prediccion_f7v5n4e20
2018-05-07,9373.01,9045.793
2018-05-08,9234.82,9054.659
2018-05-09,9325.18,9120.611
2018-05-10,9043.94,9246.936
2018-05-11,8441.49,9348.688
2018-05-12,8504.89,9504.186
2018-05-13,8723.94,9555.376
2018-05-14,8716.79,9490.017
2018-05-15,8510.38,9367.652
2018-05-16,8368.83,9240.884
2018-05-17,8094.32,9078.821
2018-05-18,8250.97,8743.112
2018-05-19,8247.18,8644.346
2018-05-20,8513.25,8598.343
2018-05-21,8418.99,8591.921
2018-05-22,8041.78,8465.09
2018-05-23,7557.82,8496.539
2018-05-24,7587.34,8335.647
2018-05-25,7480.14,8286.3
