Date,bitcoin,prediccion_f5v1n2e20
2018-05-01,9119.01,6392.87
2018-05-02,9235.92,6254.497
2018-05-03,9743.86,6405.433
2018-05-04,9700.76,6414.5938
2018-05-05,9858.15,6294.218
2018-05-06,9654.8,6334.7437
2018-05-07,9373.01,6399.298
2018-05-08,9234.82,6705.5024
2018-05-09,9325.18,6720.187
2018-05-10,9043.94,6846.108
2018-05-11,8441.49,6715.8096
2018-05-12,8504.89,6536.1846
2018-05-13,8723.94,6494.43
2018-05-14,8716.79,6505.353
2018-05-15,8510.38,6377.0317
2018-05-16,8368.83,6167.897
2018-05-17,8094.32,6196.871
2018-05-18,8250.97,6360.8867
2018-05-19,8247.18,6389.326
2018-05-20,8513.25,6288.476
2018-05-21,8418.99,6261.185
2018-05-22,8041.78,6108.848
2018-05-23,7557.82,6176.657
2018-05-24,7587.34,6162.317
2018-05-25,7480.14,6254.2583
