Date,bitcoin,prediccion_f7v5n4e20
2018-05-07,9373.01,8607.014
2018-05-08,9234.82,8561.965
2018-05-09,9325.18,8575.112
2018-05-10,9043.94,8820.923
2018-05-11,8441.49,8949.71
2018-05-12,8504.89,9156.721
2018-05-13,8723.94,9213.694
2018-05-14,8716.79,9094.557
2018-05-15,8510.38,8958.761
2018-05-16,8368.83,8864.062
2018-05-17,8094.32,8691.755
2018-05-18,8250.97,8341.282
2018-05-19,8247.18,8315.149
2018-05-20,8513.25,8370.524
2018-05-21,8418.99,8387.849
2018-05-22,8041.78,8306.238
2018-05-23,7557.82,8253.234
2018-05-24,7587.34,8059.079
2018-05-25,7480.14,8084.899
