Date,bitcoin,prediccion_f2v5n4e35
2018-05-02,9235.92,7609.549
2018-05-03,9743.86,7602.888
2018-05-04,9700.76,7632.3906
2018-05-05,9858.15,7649.6367
2018-05-06,9654.8,7672.2144
2018-05-07,9373.01,7742.09
2018-05-08,9234.82,7819.0674
2018-05-09,9325.18,7857.1626
2018-05-10,9043.94,7811.2256
2018-05-11,8441.49,7762.8384
2018-05-12,8504.89,7671.472
2018-05-13,8723.94,7557.136
2018-05-14,8716.79,7458.7803
2018-05-15,8510.38,7375.8057
2018-05-16,8368.83,7285.215
2018-05-17,8094.32,7227.136
2018-05-18,8250.97,7233.002
2018-05-19,8247.18,7198.1562
2018-05-20,8513.25,7131.079
2018-05-21,8418.99,7062.423
2018-05-22,8041.78,7044.834
2018-05-23,7557.82,7051.6313
2018-05-24,7587.34,7069.987
2018-05-25,7480.14,7017.186
