Date,bitcoin,prediccion_f2v7n4e20
2018-05-04,9700.76,8019.2485
2018-05-05,9858.15,8092.9316
2018-05-06,9654.8,8138.5127
2018-05-07,9373.01,8166.636
2018-05-08,9234.82,8234.419
2018-05-09,9325.18,8186.6235
2018-05-10,9043.94,8132.67
2018-05-11,8441.49,8110.8057
2018-05-12,8504.89,7831.9683
2018-05-13,8723.94,7579.051
2018-05-14,8716.79,7477.904
2018-05-15,8510.38,7422.475
2018-05-16,8368.83,7422.13
2018-05-17,8094.32,7282.4277
2018-05-18,8250.97,7117.5947
2018-05-19,8247.18,7092.4077
2018-05-20,8513.25,7142.364
2018-05-21,8418.99,7124.5244
2018-05-22,8041.78,7183.5127
2018-05-23,7557.82,7074.5728
2018-05-24,7587.34,6785.9717
2018-05-25,7480.14,6506.4385
