Date,bitcoin,prediccion_f1v7n2e35
2018-05-03,9743.86,4611.624
2018-05-04,9700.76,4597.689
2018-05-05,9858.15,4592.059
2018-05-06,9654.8,4584.3496
2018-05-07,9373.01,4585.7236
2018-05-08,9234.82,4593.174
2018-05-09,9325.18,4600.2764
2018-05-10,9043.94,4601.811
2018-05-11,8441.49,4611.176
2018-05-12,8504.89,4632.023
2018-05-13,8723.94,4640.959
2018-05-14,8716.79,4640.8164
2018-05-15,8510.38,4641.678
2018-05-16,8368.83,4647.646
2018-05-17,8094.32,4654.369
2018-05-18,8250.97,4665.114
2018-05-19,8247.18,4665.975
2018-05-20,8513.25,4667.3774
2018-05-21,8418.99,4661.2744
2018-05-22,8041.78,4661.156
2018-05-23,7557.82,4670.625
2018-05-24,7587.34,4687.733
2018-05-25,7480.14,4695.325
