Date,bitcoin,prediccion_f7v5n2e35
2018-05-07,9373.01,6005.4766
2018-05-08,9234.82,5991.6533
2018-05-09,9325.18,6000.455
2018-05-10,9043.94,6053.185
2018-05-11,8441.49,6064.037
2018-05-12,8504.89,6092.6177
2018-05-13,8723.94,6084.117
2018-05-14,8716.79,6055.1216
2018-05-15,8510.38,6028.5967
2018-05-16,8368.83,6025.3545
2018-05-17,8094.32,5988.599
2018-05-18,8250.97,5914.0474
2018-05-19,8247.18,5895.9556
2018-05-20,8513.25,5903.309
2018-05-21,8418.99,5899.0938
2018-05-22,8041.78,5878.386
2018-05-23,7557.82,5861.3013
2018-05-24,7587.34,5826.3506
2018-05-25,7480.14,5827.7754
