Date,bitcoin,prediccion_f7v2n2e20
2018-05-04,9700.76,7131.2983
2018-05-05,9858.15,7179.946
2018-05-06,9654.8,7246.605
2018-05-07,9373.01,7079.218
2018-05-08,9234.82,7003.8467
2018-05-09,9325.18,7119.966
2018-05-10,9043.94,7300.735
2018-05-11,8441.49,7262.537
2018-05-12,8504.89,7331.2207
2018-05-13,8723.94,7330.972
2018-05-14,8716.79,7154.751
2018-05-15,8510.38,6890.863
2018-05-16,8368.83,6654.052
2018-05-17,8094.32,6419.214
2018-05-18,8250.97,5820.123
2018-05-19,8247.18,5570.5586
2018-05-20,8513.25,5786.3213
2018-05-21,8418.99,5886.1133
2018-05-22,8041.78,5804.1606
2018-05-23,7557.82,5746.4414
2018-05-24,7587.34,5489.208
2018-05-25,7480.14,5485.0283
