Date,bitcoin,prediccion_f7v7n2e20
2018-05-09,9325.18,7188.2876
2018-05-10,9043.94,7422.873
2018-05-11,8441.49,7673.5474
2018-05-12,8504.89,7959.293
2018-05-13,8723.94,8086.789
2018-05-14,8716.79,8027.4067
2018-05-15,8510.38,7910.3755
2018-05-16,8368.83,7712.2324
2018-05-17,8094.32,7512.2256
2018-05-18,8250.97,6878.007
2018-05-19,8247.18,6403.182
2018-05-20,8513.25,6034.4624
2018-05-21,8418.99,5692.148
2018-05-22,8041.78,5379.3955
2018-05-23,7557.82,5271.421
2018-05-24,7587.34,4861.118
2018-05-25,7480.14,4798.889
