Date,bitcoin,prediccion_f5v2n4e20
2018-05-02,9235.92,8625.53
2018-05-03,9743.86,8654.348
2018-05-04,9700.76,8786.5625
2018-05-05,9858.15,8616.622
2018-05-06,9654.8,8472.755
2018-05-07,9373.01,8576.631
2018-05-08,9234.82,8869.812
2018-05-09,9325.18,8895.129
2018-05-10,9043.94,8901.426
2018-05-11,8441.49,8823.95
2018-05-12,8504.89,8570.324
2018-05-13,8723.94,8354.624
2018-05-14,8716.79,8267.533
2018-05-15,8510.38,8090.2817
2018-05-16,8368.83,7604.488
2018-05-17,8094.32,7331.0615
2018-05-18,8250.97,7558.5396
2018-05-19,8247.18,7746.117
2018-05-20,8513.25,7640.633
2018-05-21,8418.99,7456.7427
2018-05-22,8041.78,7220.7695
2018-05-23,7557.82,7194.465
2018-05-24,7587.34,7260.7705
2018-05-25,7480.14,7340.729
