Date,bitcoin,prediccion_f7v5n2e20
2018-05-07,9373.01,7422.2207
2018-05-08,9234.82,7437.637
2018-05-09,9325.18,7495.5303
2018-05-10,9043.94,7677.4355
2018-05-11,8441.49,7810.151
2018-05-12,8504.89,7982.8374
2018-05-13,8723.94,7985.4004
2018-05-14,8716.79,7921.698
2018-05-15,8510.38,7823.046
2018-05-16,8368.83,7799.205
2018-05-17,8094.32,7707.939
2018-05-18,8250.97,7432.8696
2018-05-19,8247.18,7426.389
2018-05-20,8513.25,7492.9766
2018-05-21,8418.99,7551.864
2018-05-22,8041.78,7513.0293
2018-05-23,7557.82,7477.4067
2018-05-24,7587.34,7345.358
2018-05-25,7480.14,7396.5835
