Date,bitcoin,prediccion_f5v2n4e20
2018-05-02,9235.92,9157.818
2018-05-03,9743.86,9014.628
2018-05-04,9700.76,9150.677
2018-05-05,9858.15,8985.041
2018-05-06,9654.8,8807.831
2018-05-07,9373.01,8804.43
2018-05-08,9234.82,9029.399
2018-05-09,9325.18,9196.108
2018-05-10,9043.94,9202.953
2018-05-11,8441.49,9249.034
2018-05-12,8504.89,9046.311
2018-05-13,8723.94,8841.403
2018-05-14,8716.79,8950.948
2018-05-15,8510.38,8858.409
2018-05-16,8368.83,8531.9375
2018-05-17,8094.32,8581.253
2018-05-18,8250.97,8573.195
2018-05-19,8247.18,8717.477
2018-05-20,8513.25,8754.145
2018-05-21,8418.99,8518.052
2018-05-22,8041.78,8333.486
2018-05-23,7557.82,8459.006
2018-05-24,7587.34,8417.927
2018-05-25,7480.14,8412.753
