Date,bitcoin,prediccion_f1v1n4e20
2018-04-27,8987.05,6871.7485
2018-04-28,9348.48,6668.2236
2018-04-29,9419.08,6924.071
2018-04-30,9240.55,6943.2383
2018-05-01,9119.01,6788.3374
2018-05-02,9235.92,6777.885
2018-05-03,9743.86,6844.5854
2018-05-04,9700.76,7001.068
2018-05-05,9858.15,6983.517
2018-05-06,9654.8,7078.3467
2018-05-07,9373.01,7341.906
2018-05-08,9234.82,6994.517
2018-05-09,9325.18,6691.116
2018-05-10,9043.94,6516.68
2018-05-11,8441.49,6225.323
2018-05-12,8504.89,5554.0503
2018-05-13,8723.94,5742.566
2018-05-14,8716.79,5897.9263
2018-05-15,8510.38,5990.7935
2018-05-16,8368.83,5760.9556
2018-05-17,8094.32,5672.955
2018-05-18,8250.97,5334.9185
2018-05-19,8247.18,5568.473
2018-05-20,8513.25,5508.3926
2018-05-21,8418.99,5674.8306
2018-05-22,8041.78,5566.1904
2018-05-23,7557.82,5274.6914
2018-05-24,7587.34,4973.475
2018-05-25,7480.14,5107.054
