Date,bitcoin,prediccion_f5v7n4e20
2018-05-07,9373.01,6700.224
2018-05-08,9234.82,6995.1523
2018-05-09,9325.18,7080.132
2018-05-10,9043.94,7204.1885
2018-05-11,8441.49,7265.125
2018-05-12,8504.89,7144.871
2018-05-13,8723.94,7059.9805
2018-05-14,8716.79,7040.561
2018-05-15,8510.38,6811.513
2018-05-16,8368.83,6642.8086
2018-05-17,8094.32,6536.438
2018-05-18,8250.97,6582.43
2018-05-19,8247.18,6616.0347
2018-05-20,8513.25,6588.5103
2018-05-21,8418.99,6471.9995
2018-05-22,8041.78,6371.861
2018-05-23,7557.82,6388.9136
2018-05-24,7587.34,6346.5933
2018-05-25,7480.14,6398.039
