Date,bitcoin,prediccion_f7v7n4e20
2018-05-09,9325.18,13205.313
2018-05-10,9043.94,13233.99
2018-05-11,8441.49,13380.375
2018-05-12,8504.89,13474.707
2018-05-13,8723.94,13507.582
2018-05-14,8716.79,13532.251
2018-05-15,8510.38,13496.272
2018-05-16,8368.83,13348.591
2018-05-17,8094.32,13297.539
2018-05-18,8250.97,12990.117
2018-05-19,8247.18,12830.051
2018-05-20,8513.25,12697.548
2018-05-21,8418.99,12597.871
2018-05-22,8041.78,12487.672
2018-05-23,7557.82,12400.667
2018-05-24,7587.34,12205.938
2018-05-25,7480.14,12140.464
