Date,bitcoin,prediccion_f5v1n2e20
2018-05-01,9119.01,5955.324
2018-05-02,9235.92,5845.4775
2018-05-03,9743.86,5947.2275
2018-05-04,9700.76,5935.881
2018-05-05,9858.15,5859.838
2018-05-06,9654.8,5849.763
2018-05-07,9373.01,5925.0815
2018-05-08,9234.82,6068.075
2018-05-09,9325.18,6076.1387
2018-05-10,9043.94,6128.8794
2018-05-11,8441.49,6073.1743
2018-05-12,8504.89,5989.707
2018-05-13,8723.94,5961.0073
2018-05-14,8716.79,5981.5464
2018-05-15,8510.38,5875.697
2018-05-16,8368.83,5735.1436
2018-05-17,8094.32,5745.607
2018-05-18,8250.97,5834.04
2018-05-19,8247.18,5847.8906
2018-05-20,8513.25,5777.2935
2018-05-21,8418.99,5756.9062
2018-05-22,8041.78,5700.916
2018-05-23,7557.82,5767.3496
2018-05-24,7587.34,5747.664
2018-05-25,7480.14,5806.9775
