f2v5n2e20_loss,f2v5n2e20val_loss
0.07652552055937227,0.10194514884234784
0.06199247148612085,0.07218279398895883
0.05271832531261704,0.04613430173760587
0.045251794561375444,0.029607066076126072
0.038747254168204064,0.02093006136243815
0.03396568791525369,0.011903980292717588
0.028412777222330512,0.007562554207282489
0.02353962515554536,0.004375981271860527
0.018875337195997974,0.0033215135348715133
0.015027437314325404,0.0024262123605604848
0.012771069051299764,0.0034186083092528543
0.010094116371891204,0.00449513647853874
0.008716097695597601,0.00579224778902154
0.007515939130563985,0.008874187556832292
0.0066147060914014425,0.01137636569942665
0.006021391202102917,0.011417189806157335
0.005807102771937349,0.014362786657299724
0.005464760536733952,0.013054472010500811
0.0049979187941513415,0.015040102452525848
0.004926459280042913,0.015487143866446606
