Date,bitcoin,prediccion_f5v7n2e20
2018-05-07,9373.01,4889.449
2018-05-08,9234.82,4936.421
2018-05-09,9325.18,4926.8926
2018-05-10,9043.94,4910.948
2018-05-11,8441.49,5005.734
2018-05-12,8504.89,4919.4404
2018-05-13,8723.94,4853.1597
2018-05-14,8716.79,4751.618
2018-05-15,8510.38,4629.008
2018-05-16,8368.83,4514.7686
2018-05-17,8094.32,4468.754
2018-05-18,8250.97,4455.5947
2018-05-19,8247.18,4440.1426
2018-05-20,8513.25,4376.761
2018-05-21,8418.99,4341.689
2018-05-22,8041.78,4285.82
2018-05-23,7557.82,4261.2847
2018-05-24,7587.34,4262.795
2018-05-25,7480.14,4298.6074
