Date,bitcoin,prediccion_f2v2n2e20
2018-04-29,9419.08,8673.873
2018-04-30,9240.55,8654.033
2018-05-01,9119.01,8790.073
2018-05-02,9235.92,8663.266
2018-05-03,9743.86,8553.46
2018-05-04,9700.76,8593.23
2018-05-05,9858.15,8937.094
2018-05-06,9654.8,9186.616
2018-05-07,9373.01,9331.754
2018-05-08,9234.82,9215.015
2018-05-09,9325.18,8943.259
2018-05-10,9043.94,8794.854
2018-05-11,8441.49,8819.673
2018-05-12,8504.89,8760.422
2018-05-13,8723.94,8357.28
2018-05-14,8716.79,8358.841
2018-05-15,8510.38,8467.6045
2018-05-16,8368.83,8603.634
2018-05-17,8094.32,8524.887
2018-05-18,8250.97,8370.1
2018-05-19,8247.18,8157.0537
2018-05-20,8513.25,8216.551
2018-05-21,8418.99,8246.611
2018-05-22,8041.78,8315.348
2018-05-23,7557.82,8311.333
2018-05-24,7587.34,7995.7866
2018-05-25,7480.14,7505.8804
