Date,bitcoin,prediccion_f2v7n4e20
2018-05-04,9700.76,9884.022
2018-05-05,9858.15,9987.989
2018-05-06,9654.8,10108.814
2018-05-07,9373.01,10219.512
2018-05-08,9234.82,10234.121
2018-05-09,9325.18,10210.037
2018-05-10,9043.94,10136.054
2018-05-11,8441.49,10210.415
2018-05-12,8504.89,10117.913
2018-05-13,8723.94,9969.437
2018-05-14,8716.79,9931.156
2018-05-15,8510.38,10020.523
2018-05-16,8368.83,10120.755
2018-05-17,8094.32,10105.386
2018-05-18,8250.97,10033.963
2018-05-19,8247.18,9986.931
2018-05-20,8513.25,10042.993
2018-05-21,8418.99,10031.466
2018-05-22,8041.78,10100.096
2018-05-23,7557.82,10073.592
2018-05-24,7587.34,9758.2295
2018-05-25,7480.14,9398.198
