Date,bitcoin,prediccion_f2v5n2e35
2018-05-02,9235.92,10153.633
2018-05-03,9743.86,10115.389
2018-05-04,9700.76,10140.096
2018-05-05,9858.15,10247.78
2018-05-06,9654.8,10333.754
2018-05-07,9373.01,10461.285
2018-05-08,9234.82,10535.627
2018-05-09,9325.18,10511.165
2018-05-10,9043.94,10394.109
2018-05-11,8441.49,10318.333
2018-05-12,8504.89,10172.288
2018-05-13,8723.94,9913.178
2018-05-14,8716.79,9725.687
2018-05-15,8510.38,9642.156
2018-05-16,8368.83,9568.449
2018-05-17,8094.32,9486.538
2018-05-18,8250.97,9443.151
2018-05-19,8247.18,9322.483
2018-05-20,8513.25,9231.384
2018-05-21,8418.99,9160.16
2018-05-22,8041.78,9196.217
2018-05-23,7557.82,9224.87
2018-05-24,7587.34,9176.936
2018-05-25,7480.14,8976.7295
