Date,bitcoin,prediccion_f5v7n4e35
2018-05-07,9373.01,10540.149
2018-05-08,9234.82,10618.936
2018-05-09,9325.18,10706.426
2018-05-10,9043.94,10775.084
2018-05-11,8441.49,10795.644
2018-05-12,8504.89,10806.284
2018-05-13,8723.94,10823.797
2018-05-14,8716.79,10844.49
2018-05-15,8510.38,10744.234
2018-05-16,8368.83,10559.974
2018-05-17,8094.32,10386.127
2018-05-18,8250.97,10265.891
2018-05-19,8247.18,10169.829
2018-05-20,8513.25,10056.503
2018-05-21,8418.99,9913.275
2018-05-22,8041.78,9768.294
2018-05-23,7557.82,9749.831
2018-05-24,7587.34,9710.937
2018-05-25,7480.14,9684.496
