Date,bitcoin,prediccion_f2v7n2e20
2018-05-04,9700.76,9374.344
2018-05-05,9858.15,9491.591
2018-05-06,9654.8,9575.606
2018-05-07,9373.01,9697.634
2018-05-08,9234.82,9666.422
2018-05-09,9325.18,9541.453
2018-05-10,9043.94,9437.413
2018-05-11,8441.49,9459.316
2018-05-12,8504.89,9261.643
2018-05-13,8723.94,9063.246
2018-05-14,8716.79,9032.768
2018-05-15,8510.38,9115.519
2018-05-16,8368.83,9214.959
2018-05-17,8094.32,9152.95
2018-05-18,8250.97,9072.706
2018-05-19,8247.18,8996.869
2018-05-20,8513.25,9034.287
2018-05-21,8418.99,8977.233
2018-05-22,8041.78,9041.529
2018-05-23,7557.82,8955.086
2018-05-24,7587.34,8660.682
2018-05-25,7480.14,8336.5205
