Date,bitcoin,prediccion_f5v5n4e20
2018-05-05,9858.15,5945.96
2018-05-06,9654.8,5911.6763
2018-05-07,9373.01,5935.8745
2018-05-08,9234.82,5911.156
2018-05-09,9325.18,5854.319
2018-05-10,9043.94,5883.7017
2018-05-11,8441.49,6011.841
2018-05-12,8504.89,5900.117
2018-05-13,8723.94,5692.3706
2018-05-14,8716.79,5464.012
2018-05-15,8510.38,5216.034
2018-05-16,8368.83,4844.159
2018-05-17,8094.32,4702.4766
2018-05-18,8250.97,4657.664
2018-05-19,8247.18,4685.4326
2018-05-20,8513.25,4639.9824
2018-05-21,8418.99,4614.4097
2018-05-22,8041.78,4450.797
2018-05-23,7557.82,4395.2812
2018-05-24,7587.34,4307.979
2018-05-25,7480.14,4325.6123
