Date,bitcoin,prediccion_f7v2n2e35
2018-05-04,9700.76,4728.061
2018-05-05,9858.15,4724.468
2018-05-06,9654.8,4729.9873
2018-05-07,9373.01,4730.649
2018-05-08,9234.82,4727.7407
2018-05-09,9325.18,4726.1885
2018-05-10,9043.94,4729.009
2018-05-11,8441.49,4736.4224
2018-05-12,8504.89,4736.117
2018-05-13,8723.94,4738.006
2018-05-14,8716.79,4734.415
2018-05-15,8510.38,4729.955
2018-05-16,8368.83,4728.101
2018-05-17,8094.32,4728.8325
2018-05-18,8250.97,4723.3276
2018-05-19,8247.18,4714.461
2018-05-20,8513.25,4715.899
2018-05-21,8418.99,4719.163
2018-05-22,8041.78,4718.5986
2018-05-23,7557.82,4715.1914
2018-05-24,7587.34,4712.451
2018-05-25,7480.14,4708.6714
