Date,bitcoin,prediccion_f2v1n4e20
2018-04-28,9348.48,8419.324
2018-04-29,9419.08,7975.2915
2018-04-30,9240.55,8291.633
2018-05-01,9119.01,8205.6455
2018-05-02,9235.92,7983.373
2018-05-03,9743.86,7899.3584
2018-05-04,9700.76,8020.6016
2018-05-05,9858.15,8504.059
2018-05-06,9654.8,8463.974
2018-05-07,9373.01,8619.493
2018-05-08,9234.82,8522.077
2018-05-09,9325.18,8210.679
2018-05-10,9043.94,8170.525
2018-05-11,8441.49,8431.206
2018-05-12,8504.89,7828.428
2018-05-13,8723.94,7970.963
2018-05-14,8716.79,7876.06
2018-05-15,8510.38,8052.7964
2018-05-16,8368.83,8216.279
2018-05-17,8094.32,7983.3257
2018-05-18,8250.97,7642.2793
2018-05-19,8247.18,7761.05
2018-05-20,8513.25,7866.1777
2018-05-21,8418.99,7694.987
2018-05-22,8041.78,7878.9043
2018-05-23,7557.82,7612.627
2018-05-24,7587.34,6960.805
2018-05-25,7480.14,6506.6694
