Date,bitcoin,prediccion_f2v1n4e20
2018-04-28,9348.48,7900.3296
2018-04-29,9419.08,7592.5283
2018-04-30,9240.55,7923.9023
2018-05-01,9119.01,7931.725
2018-05-02,9235.92,7755.642
2018-05-03,9743.86,7693.6533
2018-05-04,9700.76,7804.328
2018-05-05,9858.15,8244.618
2018-05-06,9654.8,8160.1885
2018-05-07,9373.01,8298.965
2018-05-08,9234.82,8290.167
2018-05-09,9325.18,7962.9395
2018-05-10,9043.94,7851.828
2018-05-11,8441.49,7910.15
2018-05-12,8504.89,7479.5386
2018-05-13,8723.94,7219.343
2018-05-14,8716.79,7231.921
2018-05-15,8510.38,7441.942
2018-05-16,8368.83,7511.5005
2018-05-17,8094.32,7337.223
2018-05-18,8250.97,7141.1533
2018-05-19,8247.18,7026.297
2018-05-20,8513.25,7175.9272
2018-05-21,8418.99,7089.884
2018-05-22,8041.78,7270.963
2018-05-23,7557.82,7100.258
2018-05-24,7587.34,6655.2075
2018-05-25,7480.14,6227.4736
