Date,bitcoin,prediccion_f7v7n2e35
2018-05-09,9325.18,9460.247
2018-05-10,9043.94,9524.631
2018-05-11,8441.49,9615.271
2018-05-12,8504.89,9694.192
2018-05-13,8723.94,9742.771
2018-05-14,8716.79,9757.4
2018-05-15,8510.38,9746.233
2018-05-16,8368.83,9725.111
2018-05-17,8094.32,9629.395
2018-05-18,8250.97,9455.892
2018-05-19,8247.18,9271.367
2018-05-20,8513.25,9147.844
2018-05-21,8418.99,9065.634
2018-05-22,8041.78,8978.541
2018-05-23,7557.82,8872.804
2018-05-24,7587.34,8758.824
2018-05-25,7480.14,8711.5205
