,f7v7n4e30_loss,f7v7n4e30_val_loss
0,0.04915796876766609,0.08930663438513875
1,0.03286566971840684,0.08461520525937279
2,0.02420429089619636,0.10909338305807775
3,0.018262245023417903,0.11383230187412766
4,0.015687022742941596,0.12403208845191532
5,0.013608896824180037,0.11952387645012802
6,0.0131954701426952,0.10442547598439786
7,0.012039569865626586,0.12943397110535038
8,0.01090166310209266,0.1282357546604342
9,0.010441598244034463,0.10330494400113821
10,0.010021364567611442,0.11192214933948384
11,0.00993485270210239,0.10351192169926232
12,0.008961139782837501,0.11102714544783036
13,0.009405022408026202,0.10688056512218383
14,0.00847813036228726,0.1037543957742552
15,0.008235135138528353,0.10456473716638154
16,0.008014955280563977,0.10460192280718023
17,0.007821237525126505,0.09831448639225629
18,0.00783056664079333,0.09066793025057349
19,0.007442727839773752,0.09122436441895035
20,0.0072680727717867695,0.095386215692593
21,0.007213933622474774,0.0946438654532863
22,0.007728694393690449,0.07762361566225688
23,0.006862394482934979,0.08339892239827248
24,0.0064174534324238424,0.0900749255799585
25,0.006361844998336584,0.08658408189916776
26,0.006230346177243658,0.07911274382948047
27,0.006029848321135032,0.07670498561734955
28,0.005882391044675171,0.07871570751174456
29,0.005921366555505024,0.07935378956608474
