,f1v7n4e30_loss,f1v7n4e30_val_loss
0,0.10963625700346061,0.9706564801079887
1,0.06061511862623904,0.7976878881454468
2,0.03830167074089071,0.6414650508335659
3,0.023906875534781387,0.5310023725032806
4,0.02055034919508866,0.45019218751362394
5,0.017999115666108473,0.40734093529837473
6,0.017281701655260155,0.38815295696258545
7,0.016182538321507827,0.37682044931820463
8,0.014669535348990135,0.3582709346498762
9,0.013953833907310451,0.34974867956978933
10,0.012672960791470749,0.33104826297078815
11,0.011675314645149879,0.3158967026642391
12,0.011264193836333496,0.29090525422777447
13,0.010515745097239102,0.27638010893549236
14,0.009916896216704376,0.2570560042347227
15,0.00945611040307475,0.2429073793547494
16,0.009513213224376418,0.2393118143081665
17,0.008695750971258218,0.21733898775918142
18,0.008325261155342949,0.20539523448262895
19,0.008010703388468496,0.19913425190108164
20,0.007801203772292605,0.18559071847370692
21,0.007579889506035086,0.16971905103751592
22,0.007436930085532367,0.15833913854190282
23,0.007348367636690715,0.15516890798296248
24,0.006989479123149067,0.15043410871710097
25,0.006968793750274926,0.14754222333431244
26,0.006719466273872448,0.1372286570923669
27,0.007021041021549276,0.1207778166447367
28,0.0066101002989203805,0.11869995083127703
29,0.0065051417997373006,0.11671677231788635
