,f1v1n2e30_loss,f1v1n2e30_val_loss
0,0.042536919943376765,0.04701079222324647
1,0.0384326192418938,0.03275464092822451
2,0.03464125956382995,0.028383377645360797
3,0.03238156449317801,0.020577890847466494
4,0.029776149511753093,0.016714628001576977
5,0.027415062584148296,0.013922199067708693
6,0.025660328831166205,0.012126874031597063
7,0.02293537090096,0.01091786118616399
8,0.020630083991094266,0.008045016665403781
9,0.01889329095730952,0.005248137149273565
10,0.016980464331162536,0.005471476341450685
11,0.014898305884823835,0.004134073712568926
12,0.013604569584119083,0.0030374985776449506
13,0.012191402018264753,0.0031587810647722924
14,0.011118690442541912,0.0022080318181236323
15,0.00990711302145727,0.0021531180613429137
16,0.00909954433834883,0.002391385582373723
17,0.008524381994605965,0.0023949943072358636
18,0.007919888940109239,0.0026488848808711688
19,0.007651859310209568,0.00291871846849589
20,0.00699230675047394,0.0033579014615449858
21,0.006637656330505525,0.0035763200292804917
22,0.006515033620896625,0.0038137301974194614
23,0.006193736034421756,0.0042307406516843725
24,0.006036089711659112,0.004361053214923136
25,0.005933588742575093,0.004706641885844108
26,0.005818135979293176,0.004728350016337477
27,0.0060428776652572186,0.004150596992602866
28,0.0059907303873821096,0.005614185656764005
29,0.005626642742642875,0.004300908838080144
