,f5v1n4e30_loss,f5v1n4e30_val_loss
0,0.03792203192720973,0.3354848341809379
1,0.031121212841124735,0.3085484951734543
2,0.024865998738558492,0.2816639459795422
3,0.01928701239559695,0.25950704018274945
4,0.015473039830582234,0.2370676588681009
5,0.01293482607400271,0.21674603554937574
6,0.010431830026535752,0.20180491109689078
7,0.009218870631144948,0.18735573771927092
8,0.008480739537147787,0.1745315889517466
9,0.00811847924389746,0.16403277880615658
10,0.007790516894397752,0.15775460501511893
11,0.007845054495923012,0.15024562925100327
12,0.007877907225052678,0.1458189015587171
13,0.007860998377186533,0.1408719557027022
14,0.007804082928521332,0.13761956368883452
15,0.007783175818186915,0.13625077944662836
16,0.0076690843387585235,0.13427023051513565
17,0.007580287251882603,0.13095021206471655
18,0.007595487615685457,0.1280908692214224
19,0.007506341030429527,0.1260924782190058
20,0.007464208895836687,0.12242728927069241
21,0.0073996074693538595,0.12176017463207245
22,0.007299945803977131,0.11943188226885265
23,0.007249504100383372,0.11627854282657306
24,0.007195327082805544,0.11539928656485346
25,0.007213567156196685,0.11487666186359194
26,0.007052480957414259,0.11086080388890372
27,0.007034784607767676,0.10860173735353681
28,0.006991495420203205,0.10500181631909476
29,0.006918298643600265,0.10283875506785181
