,f2v1n4e30_loss,f2v1n4e30_val_loss
0,0.04589663866979053,0.3104673387085805
1,0.032593420732243944,0.2643367273152852
2,0.026390490713799033,0.2260750494286662
3,0.022567722742323673,0.19531741970386662
4,0.019609820681181167,0.18462251700827334
5,0.017894685045154426,0.16527173747537566
6,0.016174175731820714,0.15194343641156055
7,0.01447925505174392,0.14471694595012508
8,0.012754869091511908,0.1405113795619519
9,0.011383305130549139,0.13074371725565098
10,0.009920193100342437,0.12624817549205217
11,0.008699037291346651,0.11861199775680167
12,0.007456008076210643,0.11370918731831137
13,0.006418092190160234,0.10424142162941519
14,0.005698057519777383,0.09546257079136176
15,0.004845696549703617,0.09006689607974935
16,0.004097517523005969,0.08593486064709112
17,0.003583414791714082,0.08287618110780834
18,0.0032447691381803897,0.07757903162206782
19,0.0028776552436927264,0.07488265903819291
20,0.002709500909543017,0.07215462663195661
21,0.0023776046881078114,0.07148094077548775
22,0.0022466551320066194,0.06970404061778891
23,0.002161992267424577,0.06483243619565104
24,0.002145894612578736,0.06243748207133813
25,0.001986816075015401,0.060702641380065286
26,0.002065373817081641,0.06466324364033635
27,0.001801822161779433,0.0582535104047446
28,0.0018547014002118574,0.05562517212581684
29,0.0017225128058271366,0.05619210605204227
