,f1v1n4e30_loss,f1v1n4e30_val_loss
0,0.09762430321928617,0.46294280224376255
1,0.0840587103487672,0.4321194158660041
2,0.07279411220067256,0.40482964118321735
3,0.06294109380325756,0.3816238310601976
4,0.054924994656765785,0.3585311207506392
5,0.047390064312698876,0.3387761678960588
6,0.04096714880418133,0.3179185837507248
7,0.03455072228570242,0.29984839095009697
8,0.029662343824433314,0.2822666714588801
9,0.02534355321659933,0.26368363201618195
10,0.0217102178698091,0.24589833617210388
11,0.018448695779158232,0.22926315582460827
12,0.01575896658972409,0.212147100104226
13,0.013010858822412588,0.19758469859759012
14,0.01126764333536345,0.18338742272721398
15,0.009502633861769494,0.17306083026859495
16,0.008787822022379653,0.15955175459384918
17,0.0077174266712186305,0.14890681621101168
18,0.007105930216729993,0.1399356751806206
19,0.006702130434663362,0.1323492775360743
20,0.006526254624052829,0.12497014014257325
21,0.006182482830292822,0.12100205860204166
22,0.006087472496359181,0.11682829053865539
23,0.006046717896006649,0.11105296967758073
24,0.005970274452182993,0.10704522869653171
25,0.005929075167325602,0.10366733413603571
26,0.005861128839299183,0.10083758210142453
27,0.005824420074114224,0.0981747412847148
28,0.005793828619455264,0.09567951949106322
29,0.005763048089008678,0.09326965982715289
