Date,bitcoin,prediccion_f7v2n2e20
2018-05-04,9700.76,7699.2656
2018-05-05,9858.15,7698.7188
2018-05-06,9654.8,7765.2837
2018-05-07,9373.01,7653.4194
2018-05-08,9234.82,7526.65
2018-05-09,9325.18,7551.9355
2018-05-10,9043.94,7769.047
2018-05-11,8441.49,7809.2236
2018-05-12,8504.89,7820.453
2018-05-13,8723.94,7743.728
2018-05-14,8716.79,7550.836
2018-05-15,8510.38,7497.298
2018-05-16,8368.83,7585.016
2018-05-17,8094.32,7506.1343
2018-05-18,8250.97,7306.0728
2018-05-19,8247.18,7274.216
2018-05-20,8513.25,7328.184
2018-05-21,8418.99,7399.7393
2018-05-22,8041.78,7366.1377
2018-05-23,7557.82,7270.547
2018-05-24,7587.34,7206.4136
2018-05-25,7480.14,7296.244
