f7v2n2e20_loss,f7v2n2e20val_loss
0.14314584807490965,0.286727045920301
0.11323655618010918,0.22185906070343991
0.09565126541820636,0.15702031180262566
0.07703191350200356,0.12746005810480168
0.06914766296940607,0.09442123879698362
0.05984670651827619,0.08111233680330693
0.05471038598526411,0.06143878858060913
0.04938775860474089,0.05112235707805512
0.04459512009752728,0.04295072566836755
0.040497310102901404,0.042963183772294446
0.03671897210002327,0.032846059917690275
0.03295112123149258,0.028113454079968816
0.0291378908759868,0.02286571093854752
0.025928293797080844,0.021032197529727473
0.023006495748089165,0.018014047567316508
0.020364411380120642,0.016015496303109413
0.01774568952818423,0.012663509020522396
0.015490099789845363,0.0110761641717932
0.013592354247330673,0.009739923236416058
0.012058746955965169,0.008094313880180979
