Date,bitcoin,prediccion_f1v2n2e20
2018-04-28,9348.48,8436.091
2018-04-29,9419.08,8499.781
2018-04-30,9240.55,8581.011
2018-05-01,9119.01,8409.048
2018-05-02,9235.92,8325.324
2018-05-03,9743.86,8388.409
2018-05-04,9700.76,8545.058
2018-05-05,9858.15,8584.159
2018-05-06,9654.8,8602.06
2018-05-07,9373.01,8538.08
2018-05-08,9234.82,8399.202
2018-05-09,9325.18,8232.395
2018-05-10,9043.94,8248.125
2018-05-11,8441.49,8103.173
2018-05-12,8504.89,7797.13
2018-05-13,8723.94,7795.438
2018-05-14,8716.79,7932.968
2018-05-15,8510.38,8070.8945
2018-05-16,8368.83,7995.393
2018-05-17,8094.32,7827.9707
2018-05-18,8250.97,7651.1123
2018-05-19,8247.18,7730.8115
2018-05-20,8513.25,7700.1953
2018-05-21,8418.99,7755.4473
2018-05-22,8041.78,7700.3994
2018-05-23,7557.82,7352.1387
2018-05-24,7587.34,7015.218
2018-05-25,7480.14,6934.025
