f1v2n2e20_loss,f1v2n2e20val_loss
0.2735179490580453,0.4288059587174274
0.20003578014652298,0.3332617203605936
0.1526461160541829,0.25701314131630226
0.1189629697089732,0.20038289006086105
0.09521341206170592,0.15878630897149126
0.08007114345615617,0.12431316743505762
0.06858353045054506,0.09865058066838599
0.06079002598541559,0.08074405844858352
0.056241196715998275,0.06103105997627086
0.05090967767589411,0.053732337073442785
0.04780937911176454,0.04082945478644143
0.044317486813312934,0.031158312233759367
0.04082694659113192,0.02727663558610576
0.03816739125198597,0.02123726338663317
0.03446334559505157,0.015510545047792666
0.031256218121755205,0.011155616160125491
0.02895931230281377,0.0071318993330041465
0.024491749008592092,0.006511533932582019
0.021351799282308726,0.003997134054674113
0.01892019867917147,0.002400328776739696
