f5v1n2e20_loss,f5v1n2e20val_loss
0.0407138633345407,0.03669953375662628
0.033557797494960226,0.030351969903629077
0.029942828222390996,0.01763443215014903
0.02531239370494478,0.011745782985695098
0.022165279696858428,0.009553088304145555
0.01878520328698646,0.0073548075130307365
0.01600278751722807,0.005531276275992002
0.013635286593696653,0.004328684706706554
0.011515955428997731,0.00457114668097347
0.009924458133195972,0.004263095389193806
0.008672085793399526,0.00449572604051546
0.007497215032420673,0.004718695509884702
0.006915617343419786,0.005163987966769032
0.006378524619937016,0.005530411077320184
0.005966994650803855,0.005933481017372718
0.005642059834810173,0.007384691534465865
0.005328975920421997,0.006617805105634034
0.0051865175729401665,0.006814260688291765
0.005144387544464082,0.007220078118782686
0.005187970851634169,0.0067585134406966205
