Date,bitcoin,prediccion_f2v7n4e20
2018-05-04,9700.76,8264.155
2018-05-05,9858.15,8325.211
2018-05-06,9654.8,8362.766
2018-05-07,9373.01,8406.265
2018-05-08,9234.82,8363.816
2018-05-09,9325.18,8335.649
2018-05-10,9043.94,8305.158
2018-05-11,8441.49,8357.495
2018-05-12,8504.89,8227.407
2018-05-13,8723.94,8140.0654
2018-05-14,8716.79,8008.206
2018-05-15,8510.38,7914.404
2018-05-16,8368.83,7912.39
2018-05-17,8094.32,7878.29
2018-05-18,8250.97,7762.5376
2018-05-19,8247.18,7686.381
2018-05-20,8513.25,7668.228
2018-05-21,8418.99,7595.8184
2018-05-22,8041.78,7569.683
2018-05-23,7557.82,7476.1846
2018-05-24,7587.34,7292.7563
2018-05-25,7480.14,7093.617
