Date,bitcoin,prediccion_f1v7n4e20
2018-05-03,9743.86,5730.42
2018-05-04,9700.76,5956.5044
2018-05-05,9858.15,6154.537
2018-05-06,9654.8,6361.595
2018-05-07,9373.01,6250.495
2018-05-08,9234.82,6165.405
2018-05-09,9325.18,6051.2837
2018-05-10,9043.94,5922.343
2018-05-11,8441.49,5844.7236
2018-05-12,8504.89,5449.8433
2018-05-13,8723.94,5263.508
2018-05-14,8716.79,5207.064
2018-05-15,8510.38,5121.977
2018-05-16,8368.83,4996.821
2018-05-17,8094.32,5012.9785
2018-05-18,8250.97,4791.187
2018-05-19,8247.18,4805.7827
2018-05-20,8513.25,4785.7314
2018-05-21,8418.99,4795.15
2018-05-22,8041.78,4806.1416
2018-05-23,7557.82,4783.5645
2018-05-24,7587.34,4697.7305
2018-05-25,7480.14,4765.4043
