f1v7n4e20_loss,f1v7n4e20val_loss
0.06702375601142903,0.07484335859379407
0.038632982077301835,0.055082089278135404
0.02371154140361967,0.06957807295610395
0.018312464960707493,0.07099941272414133
0.016779243173164166,0.06908116696841932
0.012897613377489282,0.05389222310165341
0.011388349438682742,0.0594411301269625
0.008420574593985212,0.0503988607127345
0.007137453930967534,0.05560285888947128
0.0065326740911517,0.050896647982717896
0.005774150357028316,0.047516344784853164
0.006253367662846681,0.04706345578090528
0.005241261722712372,0.04461326251287809
0.004449379610006428,0.04369010661174072
0.004435823741183673,0.0394745325732432
0.0037336288218337683,0.036649490884515676
0.0035674577922898713,0.035677413341034664
0.0033679581545835264,0.03542657167221723
0.0031987337975849864,0.031745087449553976
0.003478220262860698,0.03204435390535365
