f7v2n4e20_loss,f7v2n4e20val_loss
0.24929913430577094,0.35193365859858533
0.13049185492618848,0.17269254880065613
0.07084497819825,0.08887026425292517
0.04544044509192174,0.04131536547371999
0.03371182032915671,0.025649450900171823
0.02724614079751523,0.013502441010403229
0.020591401679871644,0.012059639996918354
0.016220503334164454,0.010611326752002648
0.012240291264659971,0.007805923370277866
0.009959504619473591,0.007844890017022795
0.008256504719687445,0.008464438607916236
0.007172941652128744,0.007817204868262435
0.006353661029325939,0.008222313475190722
0.006125268379256193,0.00831204520766326
0.005685592281472283,0.008062616477353854
0.005295912849865256,0.008509187879873084
0.005150854780363047,0.00820880550321469
0.005004368723162599,0.008405097526191
0.00472241780795963,0.008017480170274986
0.004534605270284697,0.008204874639557873
