Date,bitcoin,prediccion_f7v2n4e20
2018-05-04,9700.76,8519.806
2018-05-05,9858.15,8481.476
2018-05-06,9654.8,8568.004
2018-05-07,9373.01,8425.71
2018-05-08,9234.82,8277.708
2018-05-09,9325.18,8342.873
2018-05-10,9043.94,8645.61
2018-05-11,8441.49,8849.983
2018-05-12,8504.89,8994.159
2018-05-13,8723.94,8853.025
2018-05-14,8716.79,8528.803
2018-05-15,8510.38,8425.69
2018-05-16,8368.83,8476.684
2018-05-17,8094.32,8351.47
2018-05-18,8250.97,8190.116
2018-05-19,8247.18,7930.7607
2018-05-20,8513.25,8104.2847
2018-05-21,8418.99,8269.455
2018-05-22,8041.78,8216.073
2018-05-23,7557.82,8018.3403
2018-05-24,7587.34,7885.4976
2018-05-25,7480.14,7754.5815
