Date,bitcoin,prediccion_f7v5n2e20
2018-05-07,9373.01,10905.884
2018-05-08,9234.82,10817.45
2018-05-09,9325.18,10886.058
2018-05-10,9043.94,10965.003
2018-05-11,8441.49,10948.25
2018-05-12,8504.89,11096.985
2018-05-13,8723.94,11250.944
2018-05-14,8716.79,11257.0
2018-05-15,8510.38,11159.257
2018-05-16,8368.83,11024.969
2018-05-17,8094.32,10727.71
2018-05-18,8250.97,10107.653
2018-05-19,8247.18,9599.53
2018-05-20,8513.25,9256.535
2018-05-21,8418.99,8997.657
2018-05-22,8041.78,8748.079
2018-05-23,7557.82,8836.949
2018-05-24,7587.34,8667.184
2018-05-25,7480.14,8594.442
