,f1v0_loss,f1v0_val_loss
159,1556772.5211285425,27539705.230769232
160,1556632.7473431174,27538845.53846154
161,1556493.0674342106,27537982.769230768
162,1556353.4674848178,27537114.769230768
163,1556213.8284412955,27536255.076923076
164,1556074.21520749,27535392.307692308
165,1555934.644610324,27534529.846153848
166,1555795.2295040486,27533665.846153848
167,1555655.7475961538,27532803.384615384
168,1555516.3794281376,27531942.153846152
169,1555377.0303643725,27531080.923076924
170,1555237.7068572876,27530219.692307692
171,1555098.471659919,27529358.46153846
172,1554959.1873734817,27528498.46153846
173,1554820.099569838,27527636.0
174,1554680.888790486,27526777.53846154
175,1554541.8248987854,27525919.076923076
176,1554402.7498734817,27525057.846153848
177,1554263.7446862347,27524195.076923076
178,1554124.6919281376,27523335.384615384
179,1553985.6864878542,27522478.153846152
180,1553846.9042257085,27521615.692307692
181,1553707.9824139676,27520755.692307692
182,1553569.1682692308,27519901.230769232
183,1553430.4087803643,27519037.230769232
184,1553291.6594129554,27518180.307692308
185,1553152.9730516195,27517318.769230768
186,1553014.1595394737,27516463.384615384
187,1552875.6362601214,27515601.846153848
188,1552736.9192813765,27514746.153846152
189,1552598.407388664,27513884.923076924
190,1552459.7344382592,27513029.230769232
191,1552321.3375506073,27512169.230769232
192,1552182.8190789474,27511313.53846154
193,1552044.2612601214,27510455.076923076
194,1551906.0153087045,27509595.076923076
195,1551767.6236082995,27508738.153846152
196,1551629.188638664,27507884.923076924
197,1551490.886639676,27507027.692307692
198,1551352.6013410932,27506164.923076924
199,1551214.4151062754,27505310.769230768
200,1551076.0563006073,27504454.769230768
201,1550937.8775303643,27503597.846153848
202,1550799.69319332,27502741.846153848
203,1550661.604757085,27501884.923076924
204,1550523.5447874493,27501024.923076924
205,1550385.4342105263,27500170.46153846
206,1550247.38423583,27499312.0
207,1550109.411437247,27498456.0
208,1549971.3660172066,27497601.846153848
209,1549833.421305668,27496747.384615384
210,1549695.516826923,27495890.153846152
211,1549557.676619433,27495034.46153846
212,1549419.7839068826,27494177.230769232
213,1549281.9219382592,27493321.230769232
214,1549144.056680162,27492468.307692308
215,1549006.308451417,27491616.615384616
216,1548868.5298582995,27490762.46153846
217,1548730.8022520242,27489904.923076924
218,1548593.0026568826,27489048.0
219,1548455.4892459514,27488193.53846154
220,1548317.8872722671,27487336.307692308
221,1548180.2173582995,27486484.307692308
222,1548042.5522520242,27485630.153846152
223,1547904.9886133603,27484774.153846152
224,1547767.5412449392,27483921.230769232
225,1547630.0282135627,27483064.0
226,1547492.5227732793,27482212.307692308
227,1547355.101720648,27481357.846153848
228,1547217.6457489878,27480500.615384616
229,1547080.176619433,27479651.692307692
230,1546942.911437247,27478796.0
231,1546805.5355516195,27477940.0
232,1546668.098937247,27477091.076923076
233,1546530.8823380566,27476235.384615384
234,1546393.5559210526,27475383.692307692
235,1546256.2785931174,27474527.692307692
236,1546119.1702935223,27473673.230769232
237,1545981.9182692308,27472821.53846154
238,1545844.783527328,27471968.615384616
239,1545707.5126518218,27471116.923076924
240,1545570.477479757,27470260.923076924
241,1545433.30326417,27469412.0
242,1545296.2908653845,27468556.0
243,1545159.1796558704,27467705.846153848
244,1545022.1935728744,27466849.846153848
245,1544885.230389676,27465999.692307692
246,1544748.2463309716,27465148.0
247,1544611.3459008096,27464294.769230768
248,1544474.3994180162,27463443.076923076
249,1544337.4581224697,27462588.615384616
250,1544200.570470648,27461736.923076924
251,1544063.7722672066,27460888.0
252,1543926.951417004,27460033.230769232
253,1543790.123861336,27459183.076923076
254,1543653.3364119434,27458331.076923076
255,1543516.6419534413,27457478.153846152
256,1543379.8510880566,27456627.692307692
257,1543243.1433451418,27455776.307692308
258,1543106.5325151822,27454923.076923076
259,1542969.8700657894,27454069.846153848
260,1542833.181047571,27453220.923076924
261,1542696.5878036437,27452368.923076924
262,1542559.9900050608,27451516.0
263,1542423.460652834,27450665.53846154
264,1542286.8832236843,27449816.615384616
265,1542150.2388663967,27448967.692307692
266,1542013.8768977732,27448114.46153846
267,1541877.3937246962,27447265.53846154
268,1541740.9996204453,27446411.076923076
269,1541604.5986842106,27445560.615384616
270,1541468.1177884615,27444708.923076924
271,1541331.6769989878,27443860.0
272,1541195.3166751012,27443012.307692308
273,1541059.02555668,27442160.615384616
274,1540922.7169787448,27441310.153846152
275,1540786.4480010122,27440459.692307692
276,1540650.188132591,27439609.230769232
277,1540513.923709514,27438760.307692308
278,1540377.7572115385,27437909.846153848
279,1540241.5674342106,27437060.923076924
280,1540105.4319331984,27436206.46153846
281,1539969.2348178138,27435360.307692308
282,1539833.1363866397,27434511.076923076
283,1539697.049215587,27433660.923076924
284,1539560.976720648,27432811.692307692
285,1539424.9192813765,27431961.230769232
286,1539288.806680162,27431110.769230768
287,1539152.8040232793,27430263.384615384
288,1539016.84729251,27429412.923076924
289,1538880.8665232793,27428562.46153846
290,1538744.9090334007,27427715.076923076
291,1538609.0929908906,27426864.615384616
292,1538473.1466346155,27426014.153846152
293,1538337.2343117408,27425163.692307692
294,1538201.4314271256,27424318.769230768
295,1538065.5307439272,27423469.846153848
296,1537929.7976973683,27422619.384615384
297,1537793.8986589068,27421770.46153846
298,1537658.1530870446,27420920.0
299,1537522.434084008,27420072.307692308
