,f1v0_loss,f1v0_val_loss
0,313576.70066585956,2176809.1136363638
1,313529.4921307506,2176677.840909091
2,313485.40208837774,2176548.340909091
3,313440.5481234867,2176414.159090909
4,313393.02496973367,2176270.0681818184
5,313341.3830205811,2176112.2954545454
6,313284.5968523002,2175938.5454545454
7,313222.03526029055,2175747.3636363638
8,313153.4440072639,2175538.2954545454
9,313078.8362590799,2175311.7954545454
10,312998.35895883775,2175068.090909091
11,312912.10335956415,2174807.25
12,312820.17842009687,2174530.022727273
13,312722.6131961259,2174236.022727273
14,312619.2840496368,2173924.75
15,312509.9335653753,2173595.4318181816
16,312394.27708837774,2173247.1818181816
17,312271.96246973367,2172878.1818181816
18,312142.6439164649,2172488.9318181816
19,312006.13423123484,2172078.022727273
20,311862.45066585956,2171646.1136363638
21,311711.7705811138,2171193.5454545454
22,311554.5387409201,2170722.3636363638
23,311391.18553268764,2170233.659090909
24,311222.18628934625,2169728.659090909
25,311047.97503026633,2169208.8863636362
26,310868.9886501211,2168674.7045454546
27,310685.55236077483,2168128.272727273
28,310497.9747276029,2167569.522727273
29,310306.53753026633,2166999.6363636362
30,310111.3834745763,2166418.3863636362
31,309912.70021186443,2165827.0681818184
32,309711.7238196126,2165234.75
33,309517.8371670702,2164672.840909091
34,309327.97018765134,2164109.5454545454
35,309136.9435532688,2163548.477272727
36,308955.5585653753,2163026.75
37,308781.8264225182,2162513.1136363638
38,308608.25378329295,2161998.909090909
39,308434.50665859564,2161483.909090909
40,308260.5882263922,2160968.340909091
41,308087.08731840196,2160464.477272727
42,307929.96731234866,2160016.7045454546
43,307785.45006053266,2159600.3636363638
44,307646.26225786924,2159189.0681818184
45,307510.0025726392,2158801.477272727
46,307389.02133777237,2158450.3636363638
47,307271.57566585956,2158103.6136363638
48,307155.647094431,2157761.1818181816
49,307041.11576876516,2157422.909090909
50,306927.84049636807,2157087.9318181816
51,306815.781779661,2156756.6136363638
52,306704.7981234867,2156428.3863636362
53,306594.851846247,2156103.022727273
54,306485.8580508475,2155780.4318181816
55,306377.76225786924,2155460.340909091
56,306270.5133171913,2155142.3863636362
57,306164.05523607746,2154826.8863636362
58,306058.3261198547,2154513.659090909
59,305953.29948547215,2154201.909090909
60,305848.9223668281,2153892.3636363638
61,305745.17206416465,2153584.9318181816
62,305642.01558716706,2153278.5681818184
63,305539.41903753026,2152974.159090909
64,305437.36486077483,2152671.272727273
65,305335.79312953993,2152369.6363636362
66,305234.7153450363,2152069.0681818184
67,305134.0939769976,2151770.4318181816
68,305033.9223668281,2151472.3863636362
69,304934.1566283293,2151176.2045454546
70,304834.78344430996,2150880.75
71,304735.8072033898,2150586.2954545454
72,304637.1878026634,2150292.909090909
73,304538.9223668281,2150000.6363636362
74,304440.98986077483,2149709.4318181816
75,304343.37454600487,2149419.1136363638
76,304246.07521186443,2149129.3863636362
77,304149.0794491525,2148840.6363636362
78,304052.3694007264,2148552.7045454546
79,303955.93250605324,2148265.477272727
80,303859.7531779661,2147979.090909091
81,303763.8329297821,2147693.272727273
82,303668.16010895884,2147408.2045454546
83,303572.73426150123,2147123.840909091
84,303477.53843825666,2146840.159090909
85,303382.55281476997,2146557.1136363638
86,303287.7793583535,2146274.5681818184
87,303193.22896489105,2145992.340909091
88,303098.8692493947,2145710.909090909
89,303004.71700968524,2145430.159090909
90,302910.744098063,2145150.022727273
91,302816.9486985472,2144869.9318181816
92,302723.318401937,2144590.727272727
93,302629.87545399513,2144311.840909091
94,302536.60668886197,2144033.3636363638
95,302443.48925544793,2143755.272727273
96,302350.53586561745,2143477.8181818184
97,302257.7253329298,2143200.4545454546
98,302165.06113801454,2142923.9318181816
99,302072.5547820823,2142647.5681818184
100,301980.1844733656,2142371.5681818184
101,301887.9429479419,2142095.6136363638
102,301795.835653753,2141820.5681818184
103,301703.85895883775,2141545.75
104,301612.0081719128,2141270.8863636362
105,301520.2745157385,2140996.8181818184
106,301428.6526937046,2140722.727272727
